"ROOMID","SITEID","NAME","CATEGORY","TYPE","CLASSIFICATION","ROOMGRPCODE","ZONE","CAPACITY","PREFMIN","PREFMAX","DEPTID","ROOMAREA","DYNAFILL","SETID","UNIQUEFIELD","LINKCODE","CAMPUSID"
"CR2","HAM","Hamilton House Committe Room 2","EXT","DB","CR","","N",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"CR1","HAM","Hamilton House Committe Room 1","EXT","DB","CR","","N",40,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"G21","Senate","Senate House G21A","EXT","DB","CR","","N",26,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"01","WAR01","Warburg Classroom 1","","DB","CR","","N",20,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","",""
"1338","SOAS","SOAS - Brunei Lecture Theatre","EXT","DB","LT","","N",150,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"936","162","IOE - Bedford Way (20) - 936","SNR","CB","MR","","YN",12,,,"ESTDV_ADM",24.2000008,"N","LIVE-17-18","","","X01"
"903","162","IOE - Bedford Way (20) - 903","SNR","CB","CFE","","N",30,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"903","162","IOE - Bedford Way (20) - 903","SNR","CB","CR","","N",30,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"903","162","IOE - Bedford Way (20) - 903","SNR","CB","TH","","N",50,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"215","040","Foster Court 215","REC","CB","CR","","YP",15,,,"ESTDV_ADM",27.5300007,"N","LIVE-17-18","","FOSTR_","X01"
"MH","HAM","Hamilton House Mander Hall","EXT","DB","CR","","N",100,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"MH","HAM","Hamilton House Mander Hall","EXT","DB","CFE","","N",100,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X06"
"MH","HAM","Hamilton House Mander Hall","EXT","DB","TH","","N",200,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X06"
"RASL","RAS","Royal Asiatic Society Lecture Hall","EXT","DB","TH","","N",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","ES","X06"
"RASL","RAS","Royal Asiatic Society Lecture Hall","EXT","DB","CR","","N",40,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","ES","X06"
"GO1","036","Henry Morley GO1","REC","DB","SS","","N",40,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"GO3","036","Henry Morley GO3","REC","DB","MR","","N",6,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"GO2","036","Henry Morley GO2","REC","DB","MR","","N",10,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"208","036","Henry Morley 208","REC","DB","SS","","N",40,,30,"ENGSC_ENG",-1,"N","LIVE-17-18","","HMORL_","X01"
"90501","ULU","University of London Union Building Malet Suite","EXT","DB","TH","","N",150,,,"BSCPM_BEN",0,"N","LIVE-17-18","2","TOTCR90_","X06"
"90505","ULU","University of London Union Building The Venue","EXT","DB","CR","","N",90,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"90504","ULU","University of London Union Building Upper Hall","EXT","DB","TH","","N",200,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X06"
"90503e","ULU","University of London Union Building 3E","EXT","DB","TH","","N",110,,,"BSCPM_BEN",0,"N","LIVE-17-18","2","","X06"
"90501","ULU","University of London Union Building Malet Suite","EXT","DB","CR","","N",90,,,"BSCPM_BEN",-1,"N","LIVE-17-18","","TOTCR90_","X06"
"90501","ULU","University of London Union Building Malet Suite","EXT","DB","CFE","","N",104,,,"BSCPM_BEN",0,"N","LIVE-17-18","1","TOTCR90_","X06"
"90505","ULU","University of London Union Building The Venue","EXT","DB","TH","","N",200,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X06"
"90505","ULU","University of London Union Building The Venue","EXT","DB","CFE","","N",120,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X06"
"90504","ULU","University of London Union Building Upper Hall","EXT","DB","CR","","N",90,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"90504","ULU","University of London Union Building Upper Hall","EXT","DB","CFE","","N",150,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X06"
"90503a","ULU","University of London Union Building 3A","EXT","DB","TH","","N",75,,,"BSCPM_BEN",0,"N","LIVE-17-18","2","","X06"
"90503a","ULU","University of London Union Building 3A","EXT","DB","CR","","N",60,,,"BSCPM_BEN",-1,"N","LIVE-17-18","","","X06"
"90503b","ULU","University of London Union Building 3B","EXT","DB","CR","","N",50,,,"BSCPM_BEN",-1,"N","LIVE-17-18","","","X06"
"90503b","ULU","University of London Union Building 3B","EXT","DB","CFE","","N",48,,,"BSCPM_BEN",0,"N","LIVE-17-18","1","","X06"
"90503b","ULU","University of London Union Building 3B","EXT","DB","TH","","N",70,,,"BSCPM_BEN",0,"N","LIVE-17-18","2","","X06"
"90503C","ULU","University of London Union Building 3C","EXT","DB","CR","","N",50,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"90503C","ULU","University of London Union Building 3C","EXT","DB","CFE","","N",48,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X06"
"90503C","ULU","University of London Union Building 3C","EXT","DB","TH","","N",70,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X06"
"90503","ULU","University of London Union Building 3D","EXT","DB","TH","","N",90,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X06"
"90503e","ULU","University of London Union Building 3E","EXT","DB","CR","","N",70,,,"BSCPM_BEN",-1,"N","LIVE-17-18","","","X06"
"90503e","ULU","University of London Union Building 3E","EXT","DB","CFE","","N",72,,,"BSCPM_BEN",0,"N","LIVE-17-18","1","","X06"
"90503","ULU","University of London Union Building 3D","EXT","DB","CR","","N",60,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X06"
"90503","ULU","University of London Union Building 3D","EXT","DB","CFE","","N",64,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X06"
"9050BS","ULU","University of London Union Building Bloomsbury Suite","EXT","DB","CR","","N",24,,,"ELECN_ENG",-1,"N","LIVE-17-18","","","X06"
"9050BS","ULU","University of London Union Building Bloomsbury Suite","EXT","DB","CFE","","N",32,,,"ELECN_ENG",0,"N","LIVE-17-18","1","","X06"
"9050BS","ULU","University of London Union Building Bloomsbury Suite","EXT","DB","TH","","N",40,,,"ELECN_ENG",0,"N","LIVE-17-18","2","","X06"
"90502A","ULU","University of London Union Building 2A","EXT","DB","CR","","N",24,,,"BSPLN_BEN",-1,"N","LIVE-17-18","","","X06"
"90502A","ULU","University of London Union Building 2A","EXT","DB","CFE","","N",32,,,"BSPLN_BEN",0,"N","LIVE-17-18","1","","X06"
"90502A","ULU","University of London Union Building 2A","EXT","DB","TH","","N",40,,,"BSPLN_BEN",0,"N","LIVE-17-18","2","","X06"
"90502B","ULU","University of London Union Building 2B","EXT","DB","CR","","N",24,,,"ELECN_ENG",-1,"N","LIVE-17-18","","","X06"
"90502B","ULU","University of London Union Building 2B","EXT","DB","CFE","","N",32,,,"ELECN_ENG",0,"N","LIVE-17-18","1","","X06"
"90502B","ULU","University of London Union Building 2B","EXT","DB","TH","","N",40,,,"ELECN_ENG",0,"N","LIVE-17-18","2","","X06"
"90502C","ULU","University of London Union Building 2C","EXT","DB","CR","","N",24,,,"ELECN_ENG",-1,"N","LIVE-17-18","","","X06"
"90502C","ULU","University of London Union Building 2C","EXT","DB","CFE","","N",32,,,"ELECN_ENG",0,"N","LIVE-17-18","1","","X06"
"90502C","ULU","University of London Union Building 2C","EXT","DB","TH","","N",40,,,"ELECN_ENG",0,"N","LIVE-17-18","2","","X06"
"90502E","ULU","University of London Union Building 2E","EXT","DB","CR","","N",21,,,"BSPLN_BEN",-1,"N","LIVE-17-18","","","X06"
"90502E","ULU","University of London Union Building 2E","EXT","DB","CFE","","N",32,,,"BSPLN_BEN",0,"N","LIVE-17-18","1","","X06"
"90502E","ULU","University of London Union Building 2E","EXT","DB","TH","","N",40,,,"BSPLN_BEN",0,"N","LIVE-17-18","2","","X06"
"90503a","ULU","University of London Union Building 3A","EXT","DB","CFE","","N",64,,,"BSCPM_BEN",0,"N","LIVE-17-18","1","","X06"
"227","181","Birkbeck Gordon Square (43) 227","EXT","DB","CR","","NN",16,,,"ESTDV_ADM",35.5400009,"N","LIVE-17-18","","","X06"
"G11","082","Gordon St (22) G.11","SNR","DB","CR","","N",18,,,"BSARC_BEN",24.2999992,"N","LIVE-17-18","","WATES_","X01"
"408S","082","Gordon St (22) 4.08 S","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"KLL","176","IOE - Emerald Street (23-29) - UCL Knowledge Lab Large","SNR","CB","LA","","N",50,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"111","082","Gordon St (22) 1.11 Public Cluster","SNR","DB","PC1","","N",22,,,"BSARC_BEN",54.4399986,"N","LIVE-17-18","","WATES_","X01"
"112","082","Gordon St (22) 1.12 Public Cluster","SNR","DB","PC1","","N",22,,,"BSARC_BEN",54.4399986,"N","LIVE-17-18","","WATES_","X01"
"B07","082","Gordon St (22) B.07 Public Cluster","SNR","DB","PC1","","N",15,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"B11","082","Gordon St (22) B.11 Public Cluster","SNR","DB","PC1","","N",14,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"KLS","176","IOE - Emerald Street (23-29) - UCL Knowledge Lab Small","SNR","CB","MR","","N",10,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"PHDG1","172","IOE - Woburn Square (25) - PHD Seminar Room G1","SNR","DB","MR","","N",15,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"208N","082","Gordon St (22) 2.08 N","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"208S","082","Gordon St (22) 2.08 S","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"308N","082","Gordon St (22) 3.08 N","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"308S","082","Gordon St (22) 3.08 S","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"TCRU","173","IOE - Woburn Square (27) - TCRU Library","SNR","DB","MR","","N",15,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"408N","082","Gordon St (22) 4.08 N","SNR","DB","CR","","N",12,,,"BSARC_BEN",-1,"N","LIVE-17-18","","WATES_","X01"
"EGG16","084","IOE - Endsleigh Gardens (9-11) - G16","SNR","CB","CFE","","N",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"EGG16","084","IOE - Endsleigh Gardens (9-11) - G16","SNR","CB","CR","","N",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"EGG16","084","IOE - Endsleigh Gardens (9-11) - G16","SNR","CB","TH","","N",30,,,"ESTDV_ADM",0,"N","LIVE-17-18","3","","X01"
"EGG5","084","IOE - Endsleigh Gardens (9-11) - G05","SNR","CB","CFE","","N",18,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"EGG5","084","IOE - Endsleigh Gardens (9-11) - G05","SNR","CB","CR","","N",15,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"EGG5","084","IOE - Endsleigh Gardens (9-11) - G05","SNR","CB","TH","","N",25,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"SSRU","171","IOE - Woburn Square (18) - SSRU Seminar Room","SNR","CB","CR","","N",15,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"SSRU","171","IOE - Woburn Square (18) - SSRU Seminar Room","SNR","CB","MR","","N",12,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"654","162","IOE - Bedford Way (20) - 654","SNR","CB","MR","","N",8,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"658","162","IOE - Bedford Way (20) - 658","SNR","DB","MR","","N",8,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"CCTVSQ","CANWHABK","CCT Venues South Quay","EXT","DB","CR","","N",80,,30,"MANSC_ENG",-1,"N","LIVE-17-18","","CCTVBK","X06"
"B07","235","Chandler House B07","MEI","DB","LA","","YN",45,,30,"PSY01_BRN",108.300003,"N","LIVE-17-18","","CHAND_","X01"
"121","350","Malet Place Engineering Building 1.21","REC","DB","PC1","","N",30,,,"COMPS_ENG",69.6999969,"N","LIVE-17-18","","MALET_","X01"
"128","350","Malet Place Engineering Building 1.28","REC","DB","PC1","","N",,,,"ECONS_SHS",90.5999985,"N","LIVE-17-18","","MALET_","X01"
"214","350","Malet Place Engineering Building 2.14","REC","DB","LB","","N",24,,,"MPHYS_ENG",44,"N","LIVE-17-18","","MALET_","X01"
"309","350","Malet Place Engineering Building 3.09","REC","DB","CR","","N",10,,,"MPHYS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"314A","350","Malet Place Engineering Building 3.14a","REC","DB","CR","","N",10,,,"MPHYS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"402","350","Malet Place Engineering Building 4.02","REC","DB","OF","","N",10,,,"COMPS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"503","126","SSEES Taviton (16) 503","SNR","DB","MR","","N",10,,,"SSEES_SES",-1,"N","LIVE-17-18","","TAVTN_","X01"
"403","350","Malet Place Engineering Building 4.03","REC","DB","LA","","N",6,,,"COMPS_ENG",12.1000004,"N","LIVE-17-18","","MALET_","X01"
"G03","004","Slade School - North Wing G03","SNR","DB","STU","","",8,,,"SLADE_ART",60.4000015,"N","LIVE-17-18","","","X01"
"404","350","Malet Place Engineering Building 4.04","REC","DB","OF","","N",10,,,"COMPS_ENG",-1,"N","LIVE-17-18","","MALET_","X01"
"G07","004","Slade School - North Wing G07","SNR","DB","STU","","",8,,,"SLADE_ART",89.2099991,"N","LIVE-17-18","","","X01"
"539","162","IOE - Bedford Way (20) - 539","SNR","CB","CFE","","YN",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"539","162","IOE - Bedford Way (20) - 539","SNR","CB","CR","","YN",10,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"10","270","Inst of Orth - Biomedical Eng Building - 10","","DB","LB","","",8,,,"SUR01_BMS",24.7000008,"N","LIVE-17-18","","","X04"
"539","162","IOE - Bedford Way (20) - 539","SNR","CB","TH","","YN",20,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"603","162","IOE - Bedford Way (20) - 603","SNR","CB","CFE","","YN",10,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"406","350","Malet Place Engineering Building 4.06","REC","DB","PC1","","N",25,,,"COMPS_ENG",56.4000015,"N","LIVE-17-18","","MALET_","X01"
"G15","004","Slade School - North Wing G15","SNR","DB","STU","","",8,,,"SLADE_ART",65.9000015,"N","LIVE-17-18","","","X01"
"GM02","004","Slade School - North Wing GM02","SNR","DB","STU","","",2,,,"SLADE_ART",41.4000015,"N","LIVE-17-18","","","X01"
"GM03","004","Slade School - North Wing GM03","SNR","DB","STU","","",8,,,"SLADE_ART",32.2000008,"N","LIVE-17-18","","","X01"
"GM04","004","Slade School - North Wing GM04","SNR","DB","STU","","",2,,,"SLADE_ART",32.7000008,"N","LIVE-17-18","","","X01"
"GM12","004","Slade School - North Wing GM12","SNR","DB","STU","","",4,,,"SLADE_ART",38.5999985,"N","LIVE-17-18","","","X01"
"S02B","004","Slade School - North Wing S02B","SNR","DB","STU","","",25,,,"SLADE_ART",27.7000008,"N","LIVE-17-18","","","X01"
"S03","004","Slade School - North Wing S03","SNR","DB","STU","","",4,,,"SLADE_ART",82.9000015,"N","LIVE-17-18","","","X01"
"S04","004","Slade School - North Wing S04","SNR","DB","STU","","",6,,,"SLADE_ART",101.099998,"N","LIVE-17-18","","","X01"
"S14","004","Slade School - North Wing S14","SNR","DB","STU","","",6,,,"SLADE_ART",52.7000008,"N","LIVE-17-18","","","X01"
"S15","004","Slade School - North Wing S15","SNR","DB","STU","","",3,,,"SLADE_ART",28.2999992,"N","LIVE-17-18","","","X01"
"SM07","004","Slade School - North Wing SM07","SNR","DB","STU","","",3,,,"SLADE_ART",22.2399998,"N","LIVE-17-18","","","X01"
"SM04","004","Slade School - North Wing SM04","SNR","DB","STU","","",5,,,"SLADE_ART",58.5999985,"N","LIVE-17-18","","","X01"
"2.12a","317","Hampstead Road (132) 2.12a","SNR","DB","STU","","N",120,,,"BSARC_BEN",13.3000002,"N","LIVE-17-18","","","X01"
"315D","085","Bedford Way (26) 315D","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.20000005,"N","LIVE-17-18","","BEDFD_","X01"
"315E","085","Bedford Way (26) 315E","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5999999,"N","LIVE-17-18","","BEDFD_","X01"
"315F","085","Bedford Way (26) 315F","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5999999,"N","LIVE-17-18","","BEDFD_","X01"
"315G","085","Bedford Way (26) 315G","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.20000005,"N","LIVE-17-18","","BEDFD_","X01"
"315H","085","Bedford Way (26) 315H","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"449","085","Bedford Way (26) 449","SNR","DB","PC1","","NN",4,,,"PSY04_BRN",35.0999985,"N","LIVE-17-18","","BEDFD_","X01"
"315J","085","Bedford Way (26) 315J","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.20000005,"N","LIVE-17-18","","BEDFD_","X01"
"B25","085","Bedford Way (26) B25","SNR","DB","PC1","","NN",6,,,"PSY01_BRN",27.5,"N","LIVE-17-18","","BEDFD_","X01"
"315K","085","Bedford Way (26) 315K","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",2.5999999,"N","LIVE-17-18","","BEDFD_","X01"
"315L","085","Bedford Way (26) 315L","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315M","085","Bedford Way (26) 315M","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315N","085","Bedford Way (26) 315N","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315P","085","Bedford Way (26) 315P","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315Q","085","Bedford Way (26) 315Q","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5,"N","LIVE-17-18","","BEDFD_","X01"
"315R","085","Bedford Way (26) 315R","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5,"N","LIVE-17-18","","BEDFD_","X01"
"315S","085","Bedford Way (26) 315S","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315T","085","Bedford Way (26) 315T","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315U","085","Bedford Way (26) 315U","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315V","085","Bedford Way (26) 315V","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315W","085","Bedford Way (26) 315W","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315X","085","Bedford Way (26) 315X","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315Y","085","Bedford Way (26) 315Y","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315Z","085","Bedford Way (26) 315Z","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315ZA","085","Bedford Way (26) 315ZA","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5,"N","LIVE-17-18","","BEDFD_","X01"
"315ZB","085","Bedford Way (26) 315ZB","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.5,"N","LIVE-17-18","","BEDFD_","X01"
"315ZC","085","Bedford Way (26) 315ZC","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315ZD","085","Bedford Way (26) 315ZD","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315ZE","085","Bedford Way (26) 315ZE","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"315ZF","085","Bedford Way (26) 315ZF","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"317A","085","Bedford Way (26) 317A","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3.0999999,"N","LIVE-17-18","","BEDFD_","X01"
"316","085","Bedford Way (26) 316 - Public Cluster","SNR","CB","PC1","","YN",23,,18,"ESTDV_ADM",48.7999992,"N","LIVE-17-18","","BEDFD_","X01"
"317B","085","Bedford Way (26) 317B","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3.0999999,"N","LIVE-17-18","","BEDFD_","X01"
"317C","085","Bedford Way (26) 317C","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3.0999999,"N","LIVE-17-18","","BEDFD_","X01"
"317D","085","Bedford Way (26) 317D","SNR","DB","LA","","NN",,,,"PSYLA_BRN",6.4000001,"N","LIVE-17-18","","BEDFD_","X01"
"317F","085","Bedford Way (26) 317F","SNR","DB","LA","","NN",,,,"PSYLA_BRN",5.0999999,"N","LIVE-17-18","","BEDFD_","X01"
"317G","085","Bedford Way (26) 317G","SNR","DB","LA","","NN",2,,,"PSYLA_BRN",3.0999999,"N","LIVE-17-18","","BEDFD_","X01"
"317H","085","Bedford Way (26) 317H","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3,"N","LIVE-17-18","","BEDFD_","X01"
"317J","085","Bedford Way (26) 317J","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3,"N","LIVE-17-18","","BEDFD_","X01"
"317K","085","Bedford Way (26) 317K","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3,"N","LIVE-17-18","","BEDFD_","X01"
"317L","085","Bedford Way (26) 317L","SNR","DB","LA","","NN",,,,"PSYLA_BRN",3,"N","LIVE-17-18","","BEDFD_","X01"
"317M","085","Bedford Way (26) 317M","SNR","DB","LA","","NN",,,,"PSYLA_BRN",9.10000038,"N","LIVE-17-18","","BEDFD_","X01"
"448","085","Bedford Way (26) 448","SNR","DB","CR","","NN",24,,,"PSYLA_BRN",27.6000004,"N","LIVE-17-18","","BEDFD_","X01"
"503","085","Bedford Way (26) 503","SNR","DB","CR","","NN",16,,,"PSY04_BRN",27.6000004,"N","LIVE-17-18","","BEDFD_","X01"
"B07","085","Bedford Way (26) B07","SNR","DB","CR","","N",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","BEDFD_","X01"
"G06A","085","Bedford Way (26) G06a","SNR","DB","CR","","N",16,,,"ESTDV_ADM",28.2999992,"N","LIVE-17-18","","BEDFD_","X01"
"B09","085","Bedford Way (26) B09","SNR","DB","CR","","N",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","BEDFD_","X01"
"603","162","IOE - Bedford Way (20) - 603","SNR","CB","CR","","YN",12,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
"G06B","085","Bedford Way (26) G06b","SNR","DB","CR","","N",12,,,"ESTDV_ADM",21.3999996,"N","LIVE-17-18","","","X01"
"LG15","085","Bedford Way (26) LG15","SNR","DB","CR","","N",18,,,"GEOGR_SHS",27.5,"N","LIVE-17-18","","BEDFD_LG15","X01"
"LG16","085","Bedford Way (26) LG16","SNR","DB","LB","","N",48,,,"GEOGR_SHS",117,"N","LIVE-17-18","","BEDFD_LG15","X01"
"603","162","IOE - Bedford Way (20) - 603","SNR","CB","TH","","YN",15,,,"ESTDV_ADM",0,"N","LIVE-17-18","2","","X01"
"B15A","085","Bedford Way (26) B15A","SNR","DB","CR","","NN",3,,,"PSYLA_BRN",30.7000008,"N","LIVE-17-18","","BEDFD_","X01"
"541","162","IOE - Bedford Way (20) - 541","SNR","CB","CFE","","YN",12,,,"ESTDV_ADM",-1,"N","LIVE-17-18","","","X01"
"G06C","085","Bedford Way (26) G06c","SNR","DB","CR","","N",12,,,"ESTDV_ADM",21.2000008,"N","LIVE-17-18","","","X01"
"G11","085","Bedford Way (26) G11 - Public Cluster","SNR","CB","PC1","","YN",22,,22,"ESTDV_ADM",52.5,"N","LIVE-17-18","","BEDFD_","X01"
"LG04","085","Bedford Way (26) LG04","SNR","CB","LT","","YP",130,,,"ESTDV_ADM",117.300003,"N","LIVE-17-18","","BEDFD_","X01"
"LG13","085","Bedford Way (26) LG13","SNR","DB","LB","","N",20,,,"GEOGR_SHS",117.400002,"N","LIVE-17-18","","BEDFD_","X01"
"541","162","IOE - Bedford Way (20) - 541","SNR","CB","CR","","YN",10,,,"ESTDV_ADM",0,"N","LIVE-17-18","1","","X01"
